sentences,bias,subjectivity,vader,flesch-kincaid
i have a specific problem why does ubuntu change my the system time  in my bios  when it adjusts my clock ? and how do i stop it ? check in the forum for that nothing in the wiki to answer it .,-0.6529573258,0.125,-0.644,3.6
i thought c# was a windows only language so simple now i'm addicted to ubuntu . i'm trying to get my mom and dad to use it my dad has no interest . my mom wants to know what it 's all about but she is not technically advanced . but as long as she doesn't have root access  i figure she can't muck things up too badly we'll see . i'll start with my brother who is the most advanced . i do need a better mp3 player that will allow me to alter the sound a bit rythymbox is kind of flat is songbird a total flop ? what 's an itunes like alternative on ubuntu ? try songbird i tried songbird on windows and was not impressed,-0.03916060506,0.5666,-0.6498,4.4
anyone knows how to auto identify on this server so i wont have to /msg nickserv identify i just used a ' text replace ' and used /msg nickserv identify **unknown** for /msg nickserver ... i just used a ' text replace ' and used /msg nickserv identify **unknown** very sorry  did that make any sense ? im trying to figure out what everyone is saying lol,-0.0042884571,0.725,0.2975,9.9
"""hey guys  what 's a good  easy-to-use vnc server ? is there a way to activate vncviewer server for windows ? """" activate """"? you installed **unknown** for windows ? no  i'm a newb . i haven't installed anything yet . should i use realvnc or **unknown** ?""",0.3116919473,0.6,0.3939,3.3
how can i see why a certain package was installed ? i mean which package forced it to be installed ? you can list installed packages by using dpkg -l you can also filter the output with grep for holding or forcing a version you can do this in the synaptic package manager from the system->administration menu thanks,-0.29288371654,0.4147,0.3313,7.9
what should happen when i type lspci in terminal ? someone running it on a laptop tells me it returns a command not found someone on a laptop is telling me that lspci returns ' command not found ' in terminal  does anyone have a solution for that ? for lspci  who was that ? friend of mine  nevermind  apparently he read it as ispci,0.19330512889,0.35,0.7219,6.8
actionpa1snip  can ihave the link for shh you just need to install openssh-server then port forward port 22 on your router to the pc ( if you use a router ) he will og on as an account on the pc  just like you do if we use modem will it be successfully,0.61748914496,0.95,0.6908,18.5
hi all i just installed kde on ubuntu server  how do i make it start the gui on a reboot ? i looked for the /etc/inittab  but could not find it install kubuntu-desktop then xinit  and startx launches the gui it was kind of nice  didnt know it had that much of functionlaity too heavy why you want kde don't you ... i don't see the point otherwise  it 's only abit larger . you always remove plasma if you want why did you say that webmin is dangerous ? ^ had no idea  thats bad close compiz and try again i have not installed the copiz in the terminal  sudo dpkg -- configure -a  the try updating again ok what is the purpose of the command sudo dpkg -- configure -a sudo dpkg -- configure -a what is the impact of this command that command finishes any pending updates,-0.33359430893,0.6852,-0.7269,10.7
help help me first help patience ok bazhang and **unknown** 1st  other people asked before you  2nd  just repeating the same thing so quick won't get you answers  just people like me and bazhang responding to you,0.29151212549,0.3476,0.8957,14.2
how does one figure out why a custom init . script does not stat at boot but works when i do sudo . /myscript start look if it left any traces in /var/log/ . add debug statements in it . or you could paste it here for us to see . there might be some path issues . in which log in var/log should i look in ? boot  messages  syslog at least i guess . when i do sudo . **unknown** status is says started so i guess it is started i guess so maybe the problem is that it gets started to early  the service  needs network connection could be  how do you start it ? i did this sudo **unknown** c.d myscript defaults 98 02 is there a way to see the order of the services started ? ` i.e : ls -l **unknown** . **unknown** you could look into using upstart instead of ini **unknown** scripts . it 's supposed to be more flexible with regards to dependencies if i want to make sure it is at the end how do i do that ? oh  don't know much about it  i just found this script on the net and i added it put it in /etc/rc . local or /etc/crontab with a line like : @reboot user command so i should copy the script to /etc/rc . local and try reboot to see if that works ? don't i have to remove it from where it is now ? /etc/rc . local is a file . you add the script path before exit in there . **unknown** c.d -f deluge-daemon remove` first i messed up the rc . local since i thought that it was a folder so i replaced it with my script  is there something important in it ? :) hehe  no  by default it 's basically empty . phew ...... :) ok  i need to look up on the net the syntax to how to add the script in it,0.44454750894,0.4259,0.9072,3.3
i am trying to figure out what ports that are used at this moment but i have no clue how to scan for them  anyone that can help me with that ? i need to know the ports to set up my ufw firewall the ' nmap ' command is suitable for that task nmap localhost would be the right command ?,0.00501500288,0.6429,0.2755,8.7
hi ! is there a good reason for the open port 32771 on breezy ? ( seems to be by hplip ) maybe add a hostbased firewall ? no  i wonder why a standard install of breezy has this open port,-0.02556965698,0.4,0.3296,3.3
i need help scanning - the scanner ( brother mfc **unknown** ) is switched on  connected to the network  i followed the manufacturer 's instructions ( http://welcome.solutions.brother.com/bsc/public_s/id/linux/en/instruction_scn1b.html ) - but simple-scan has no device . what do i do ? dpkg -l | grep brother http://paste.ubuntu.com/1305851/ still there or shall i ask someone else ?,-0.08842661187,0.8,-0.3204,8.0
hi there . i have edgy installed . it boots to the desktop  no problem . but if i hit ctrl-alt-f1 to go to a console  then ctrl-alt-f7 to go back to the desktop  i just get a beige that flashes to white and back to beige constantly . anyone know what this is ? sounds like x has a problem probably a driver bug probably just a bug in the driver maybe  but it looks kind of intentional -- the colour fades from beige to white and back again . it 's the agpgart driver  pretty standard agpart - isn ' a video driver doesn't look intentional sorry  intel_agp + agpgart intel_agp isn't a driver ok  what i'm trying to say is it 's a standard i810 or whatever integrated intel video card using the standard drivers for that . it seems someone would have noticed such a large bug in the driver for such a popular chipset that driver is filled with bugs - and the fact that you don't even know what driver your using suggest you may have made ocnfig errors yourself no  i am using default config . driver turns out to be i810 ah  i've found it -- http://ubuntuforums.org/showthread.php?p=531943,-0.23191373732,0.4059,-0.2521,8.7
"""can someone point me to a howto for pairing my n800 to my laptop ( ubuntu gutsy ) so i can sync  probably with rsync  stuff between them ? i get """" couldn't display """" obex :/ **unknown** 00:19 : 4f :d b : ba : **unknown** """". errror : host down is the bluetooth on your phone turned on ? yup . it 's an internet tablet running debain linux .... what if you remove the pairing then repair its wierd . i still cant pair them from the laptop  but i can fron the tablet . even then  i cant browse the tablet from the pc . i can send a file to the tablet tho ... maybe its a permissions thing . i dont use bluetooth so i'm not much help  sorry""",-0.0323940069,0.6148,0.1215,2.9
what is the best flash player for google chrome  which uses less memory and cpu  pepper flash or adobe flash ? what on earth is pepper flash ? is built in flash player on latest version of google chrome pepper is the api i thought,0.17614313014,0.4222,0.6767,4.0
in lspci  what am i looking for ? the wireless device ? if so  it does not show up . what about an xp restore disk reset it there then get into ubuntu - when you say it  what do you mean ? you have what chipset for that wireless and the fwcutter does not do it ? explain fwcutter ? what does lspci show in the terminal for that card i'm sorry  hate to sound like a tard  but lscpci ? open a terminal and type that -- **unknown** f2 gnome-terminal ( **unknown** by god that is a nifty tool give me one moment to look through this list i'm not used to such a busy chat room  can we talk in private ?,0.0834409405,0.5862,0.7622,4.8
can anyone help me please i can't live like this it keeps spooling each page individually until they're all done i tried installing the driver from the site brother mfc 8440 i'm really enjoying ubuntu so far  excluding this problem must be a setting either on the application itself or on the cups server its also possible there is something wrong with the printer  try printing from windows again to make sure it was working earlier today on windows then it must be a setting on either the application or on the cups server  i have an ubuntu server and there is a slight delay whenever i print anything,0.12236781032,0.6617,0.092,43.4
guys  is the ubuntu dev team going to set up a bootsplash screen just like under fedora core **unknown** is usplash working as of now ? ( can i just install it from apt ),-0.40673548216,0.8,0.3612,4.8
e : yacy : subprocess installed post-installation script returned error exit status 1  would sudo apt-get clean make any difference ? apt-get clean just does regular cleaning of packages . not really apt-get -f install might solve the issue  but some details on the error might help us help you more :) no  force install didnt do anything yesterday,0.36280618371,0.5295,0.7919,10.3
how coly i mean ... holy cow im not as think as you drunk i am ? woohoo . < 3 iscsi ubuntu = gnome  kubuntu = kde  xubuntu = xfce i dont reccomend kde4 for general use yet  and neither do the kde4 devs i just want a dvd i can boot into live  without installing ( like knoppix ),-0.389916932,0.6424,0.0232,6.4
so  how can i change the resolution of my primary screen when i have no monitor ? it 's a headless server but i want xorg for vnc vncserver -geom 1280x1024 -depth 32 if you want to change it for display 0  export display= : 0 and use ssh -x from an other box that has an x server i have realvnc set up  thanks . i was asking about vino . i'm curious as to whether i can use vino . thanks,0.17862394105,0.455,0.899,4.8
i tried **unknown** guid and sid 5000 adjust your settings in your fstab are they ntfs drives ? pastebin your fstab  please im not sure what you mean,0.09032926388,0.7255,0.0869,2.5
my usb ports seem to be misbehaving  they transfer 140 mb of any given file just fine  but after that  the transfer becomes intolerably slow ( half an hour for a 1gb file transfer)  has anyone else experienced this or have any idea for a solution ? that 's 17 mb/s  that 's more than i get out of usb usually . :) sorry  i misread . that 's **unknown** . sorry  maybe i was unclear  the speed is fine for the first 140mb chunk  but after that  it slows almost to a halt,0.27885461294,0.5591,0.3919,5.2
does anyone know how i can find out which port my router is using ? what port ? i need to know whcih pot my **unknown** router is using . i think all ports ) between 1 and 65535 ... depends on the service u try to connect to i am trying to find out because when i type in the web address of my web page or type **unknown**  it brings up my router set up page then it uses 127.0 . 0.1 ) cause localhost is 127.0 . 0.1 your saying my router uses 127.0 . 0.1 ? if you say : http://localhost/ gives your routers homepage  then it uses localhost and localhost is always 127.0 . 0.1 and the server is on port 80 so your saying both my router and my apache server are both using port 80 ? only your apache .. your router is at least your webserver i don't really know ... can be many things .. 80 then that 's why i get my router 's homepage wehn i try to access my web page  right ?,-0.19656929076,0.548,0.0,2.9
"""am upgrading to 8.10 but seems update manager got stuck """" configuring mono-apache-server2 """" ... what to do ? are you sure its stuck ? been idle'ing for almost 6-7 mins . last log says """" [ datetime ] [ warn ] namevirtualhost * : 80 has no virtualhosts .... done """" yeah  i dunno . i would keep waiting  hoping that it starts again . its probably not that apache package  but the next one . if it really never continues  and you end up closing the program  **unknown** """" t restart ! come back here  and get help completing the installation no lets close the upgrade thingy  and finish from the command line""",0.21008985908,0.2926,0.5349,4.1
is there a utility that can tell me where data is being **unknown** ? ( or at least what program is sending/receiving it) . i have a constant down of 20-50kb/s and an up of 2-40kb/s and im not sure what it is . tcpdump  or wireshark thanks  i will have a look . i think you'll have to apt-get tcpdump  bet its worth it . im about to find out . cool .,-0.13249864085,0.4326,0.6295,2.9
anyone know how to make the winbdows catch on fire when minimizing them ? install the compiz plugin . whats it called ? i can't seen to find it :( wait a second  it 's there . install the advanced desktop effects manager and go down to the **unknown**  it 's in there and is called burn .,-0.50418536189,0.4978,-0.5661,3.7
so can anyone explain why twinview isn't doing what it says it 's supposed to ? ( ubu 12.04 ) what video chip ? geforce 8500 gt did you install the proprietary nvidia driver ?,-0.14959876212,0.0,0.3899,3.7
did [ you install 64bit ? no . i don't like having issues with drivers and such on a 64bit os  and only have 2gb of memory  so i don't really need 64bit at the moment someone hit yo9u with a common sense stick  huh ? i don't understand what you mean  sorry . lol  just a bad joke on my part . yes  ther eis .. its ok  we'll flog you later did you get compiz working ?,-0.13694880219,0.5754,0.3248,2.9
felix_ that card is ancient g_a_c it has a legacy driver . one free and one privative  from nvidia site  i tryed but hw manager didnt recognise neither you would have to manually install that package i suspect i did . it is nvidia*71* or smthing like that . i installed all packages that includes a 71 but hw manager stillsaying that no hw is found and so i cant enable the use of **unknown** . lshw detects the card,-0.42638052994,0.7,-0.0516,5.6
what are you trying to install . downloading and installing packages from the internet like that is not recommended . you cannot . i guess you didn't run the python file you wanted . what you mean ? you need to understand what you are doing and not just attempting to run things mindlessly . you cannot even extract a tar . gz  you need more training . ask your friends for instructions . thanks  but i really don't have reachable friends now  can you help me ?,0.14883994903,0.4975,0.9102,2.9
any caveats in upgrading from hoary to breezy early after a release ? or is it more like debian unstable ? what is **unknown** ? apt-get install girl-friend -) no joke  i was had a dream where i realized i could apt-get install pizza . heheh - i do that all the time ),-0.00740963351,0.4667,0.3755,4.4
i am in synaptic trying to install things ... is that better then apt-get ? i'm looking for mplayer or something that will play avi and mpg 's any suggestions ? i do not see mplayer in synaptic i use totem i have tried to open those types of files and it doesn't like them ...,0.53625477651,0.5,0.5499,3.6
how can i revert a commit in bzr that i have already pushed to a shared branch ? bzr revert right  but that just reverts the revision locally . how do i push that to the shared branch then ? a revert should make your working tree contain the reverted change . so puch the working tree . but i am not bzr expert . there is #bzr for those people .,-0.2041253213,0.2679,0.6966,2.1
"""my clock is about 15 hours fast even after running ntpdate . i've made sure i'm in the right timezone . anybody have ideas ? what does """" sudo ntpdate -b **unknown** """" say ? it says time server offset - **unknown** sec did it say """" step time server """" first ? and does it say a similar number if you run it a second time ? bizarre  but at least it 's right :) you might want to look at installing ntp-server  it will sit in the background and keep you in time""",0.19614204607,0.5457,0.7622,4.0
holly cow - people in here !!! i am thinking of putting ubuntu on a machine for the first time . i have the install cd . should i be partitioning the hd for various dir (/var /etc ) or just do a default install ? i haven't had any issues doing the default install  have done it on 3 machines thanks,0.32346432145,0.3,0.5826,4.0
hey all .... just got ubuntu loaded ..... but my res is stuck at 640x480 . how can i change this to a higher res ? system > prefs > screen resolution only shows 640x480 will review yes,-0.20893617681,0.75,0.2617,1.7
uninstall the module with apt and then install it using the up to date nvidia installer that 's what i did ... *poke* i never had it installed with apt . so what are yo trying to do now ?,-0.01590711,1.0,0.0,3.3
"""how can i go about mounting an ntfs drive using the kernel driver  rather than fuse and ntfs-3g ? you could add the relevant line in /etc/fstab can you be more specific ? see the fstab file for format .. replace ntfs-3g in there by the driver of your choice how can i accomplish the mount from the command line ? mount -t ntfs device mountpoint does not seem to work  the type of filesystem is listed as """" fuseblk """". i am curious about how to do this for rescuing ntfs partitions using a livecd .""",-0.09960187594,0.6312,0.6848,5.6
anybody who has got an ipaq 6515 and has successfully managed synchronization with ubuntu ? i have a 6515  not tried to synchronize :) please  do ! then  there will be two of us looking for a solution ! :),0.30550741708,0.9833,0.9244,6.4
question ... when i start the computer  getting into bootloader  there 's the newest version option  a repair option and a older version option . the problem i'm having is : when i click on the newest version  it enter some form of ' initialization procedure ' where it checks stuff . then it doesn't go any further . however  when i click on the same version in the previous linux versions it works perfectly ... how come ? i'm having the same problem ... except i don't have an older version to fall back on weird stuff is weird . some ubuntu gurus told me to keep my my older versions incase of stuff like this :p glad i took the advise . wish i would've been told the same . =\ didn't think they'd release a final version that randomly stops booting after a reboot .,0.21921550974,0.5339,0.6187,6.4
"""pfuuu bah hehe this ubuntu is bad 1.3 gb ram again and this is 2 day the sound again freezees in times this bug is from time where someone fix it then do file a bug report are you running off the livecd ? are you running off the livecd ? hehe we just can't understand too well since your not too good at **unknown** english type : /join #ubuntu-jp they speak in japanese you should come at a better time . i don't know about #ubuntu-jp but this room is very slow right now what time is it where you are in the united states it 's 1-2 am which is why this room i sso slow what exactly was your problem ? how much ram is installed ? a server with 128 ? you mean apache ? oh open a terminal how much ram do you have ? 1300mb or 128mb ? open a terminal did you type mount into the terminal as long as the swap isn't full you should be ok i would restart to clear some memory . have you tryed shutting down programs when you are not useing them ? what programs are you using open gnome-monitor do to processes click the memory column how much memory is the top process using ? what in the world have you been running ? in the menu open login window preferences system system -> administration you have it open ? you see the option """" restart the xserver with each login """"? you need to logout then back in it shoudl drop the ram usage you need to log out and then log back in did it work 7.04 how about reading ! patience and how about not to reading it  and fix the error""",-0.30918432639,0.3886,-0.3208,5.2
hello anyone knows about a good tool for assigning custom actions to hotkeys ? in gnome  you can set them in system->preferences->keyboard shortcuts yes  but it doesn't manage custom action,-0.03684114629,0.35,0.4215,8.8
is that chat working  i don't think my question got me banned did it ? i need to remore kde and try it again  for i want the kubuntu basic desktop  not what i have . it 's terrible . how to remove it ? did you consider just reinstalling the system ? did you see my first post ? this laptop doesn't have a cd or dvd drive . i install kde with synaptic but it 's not what i was looking for . no  i didn't see it . do you have usb port on it ? i would try with unetbootin . yeas it has usb ports  but i don't know how to install kubuntu or linux mint kde to it to install . try with program called unetbootin  it 's a simple gui application for making bootable usb drives .,-0.44222080484,0.4539,-0.7691,2.5
hi  i can't seem to install ubuntu properly - i've tried a number of different live cd 's but each time it keeps getting stuck on step 3/6 of installation . can anyone pls help me ?? be more specific . nobody here memorizes what step 3 of 6 is step 3 is where it 's asking you to choose the keyboard layout it just won't move on past that screen - i can cancel it and start again  but the same thing happens .,-0.21060897823,0.3143,0.1306,6.0
"""hi i have a turion laptop  and wifi doesn't work out of the box in ubuntu . how can i know which chipset does it use ? in lspci it says """" bridge : nvidia coporation **unknown** ethernet controller """" so what chipset ? i don't know gforce 61xx ^^ yes  gefore go 6150 . but that 's not the wifi paste full lspci output uhm ok ( i'm in the other laptop  just a sec ) it 's an atheros ar5007ug madwifi ? )""",-0.15147203564,0.525,0.6358,4.0
"""guys whats the best app to ssh from win to ubuntu ? thanks thanks bedford thanks guys i just did """" sudo apt-get update """" and then """" sudo apt-get upgrade """" and apt manager before was saying there was 40+ updates now it says there is 7 still left wtf ? will i always have to use that apt manager notifier in the corner ? maybe those updates require a dist-upgrade ok so how would i do them using apt-get command ? sudo apt-get dist-upgrade thanks i think its working :) :) would it be correct to write :"""" apt-get update && apt-get upgrade && apt-get dist-upgrade """" ? apt-get update && apt-get dist-upgrade would be enough so i should always use dist-upgrade and it will preclude all upgrade command would get me correct ? in most cases youll only need a normal upgrade thanks i think only the kernel-updates and other stuff need a dist-upgrade your 7 packages are linux-* arent they ? so why not do it all the time just to be safe if it precludes all the stuff anyway yes you can do it all the time  but its always better to know when youre installing very basic updates like a new kernel how do you usually do upgrades ? gotcha i use the icon in my tray that pings me for updates in most cases )""",0.41117233058,0.5228,0.9756,9.9
"""hello guy's. i've a problem with my display ... if i go tho the console its somehow displaced ... somebody an idea ? are you using a lcd monitor or crt ? lcd most lcd has got a """" native """" resolution . mine 's got 1280x1024 . the console is not a native resolution so it just guess a placement for it . press autoadjust on your display . mine is 1400x1050 but i got the problem that i don't realy know my vertrefresh and horizsync of the xorg ... same there . the native resolution is what the display work in . it will support other resolutions but it does not support a **unknown** . that is normal . all lcd work with a vertrefresh of 60 . horizsync is not needed . sorry  there is no fix for lcd 's :-) you'll have to live with it if your monitor does not have a """" autoadjust """" or you might fix it by pressing the key-combinations on the keyboard that turn the monitor off/on . yeah  i'm in the same situation i'm afraid . my wifes laptop handle it so-so  but my 300 euro monitor doesn't quite . had to fiddle with the monitor buttons to adjust it manually""",0.24528310753,0.5775,0.7463,3.7
hello . i have the game cube downloaded ... and when i go to run the exe file i cant .. nothing happens ... and its not a windows exe foel file* how do you run a executable in consle ? if it 's located in a directory in your $path  you can just type it 's name otherwise  you have to specify the path explicitly ok if it 's in the same directory you're in  you can just do . **unknown**,-0.1111623584,0.4063,0.296,7.2
okay  if you install automatically ubuntu parititions  does it make a swap partition ? yes and / okay  cool oh yea  i forgot to make a /home parititon ah well but you should also make /home as this will keep your personal files seperat if anything goes wrong .,0.3363239881,0.57,-0.0516,11.1
errr .... does anyone know perhaps why my ' open in terminal ' when i right click would have decided to dissapear lol ? what is it you opened in terminal ? if it completes a request the terminal will automatically close everything i try to open in the terminal . ooo can you give a precise example when you do a spcific command in the terminal ie sudo apt-get update is the terminal also closing on you ?,0.10443010123,0.6071,0.5171,9.1
if i have a process  ' foo' running and doing i/o and utilizing network resources  etc etc  and i want to find out just how many resources foo uses  what 's the best way to accomplish this ? yeah  doesn't look like it any other suggestions though ? i wanna try multiple things :p i was wondering if there were perhaps a program to analyze ' strace ' output not afaik  you'll need to know a little about syscalls and **unknown** it / more or less  they are ) but less is more than more it doesn't /proc is a virtual file system proc is in ram ?,0.56041761168,0.409,0.7082,12.6
archlinux packages mplayer-vaapi  which is where i use it so i don't know about ubuntu but its in archlinux 's community so its supported lol  using arch too ? yes  why ? ah not much  just i myself am an arch user as well :d mind pm'ing me ? thats because filenames can't be recovered,-0.2236586266,0.45,0.962,7.6
"""hello all . how to enable """" vim : set **unknown** """"? i used to set small things like **unknown**  syntax ... embeded in text file . however  when i started using jaunty  those """" vim : set **unknown** """" no longer work . i already """" apt-get install vim-full """" but it still does not work . maybe it 's not because of jaunty . anyway . please help . have you tried the #vim forum ? no  not vim forum . in fact  i think it 's not because of vim  but because of some hidden changes of distro . no  not vim forum . in fact  i think it 's not because of vim  but because of some hidden changes of distro . ( question re-asked ) what version of vim you using ? vim verison 7.2 in jaunty""",0.21325878804,0.4778,0.8312,2.9
"""with nvidia you could have a go at the """" **unknown** compensation """". with ati i don't know just checked its radeon hd 4350 must be something similar for ati anyway""",0.01393957445,0.5,0.0,5.2
"""hello  when i put a cd in my cd drive and go into terminal and type """" /media/ """" i can't see the cd . only after i double click on the cd in the file browser can i see the cd in the /media/ directory  why is this please ? or rather """" cd /media/ """" the cd isn't automatically mounted unless you try to access it so when i access it via file browser it mounts it ? how can i mimic this through terminal ? you can issue a mount command  ' sudo mount /dev/cdrom ' create a soft link in /usr/local/bin usually things you install like that go into /opt/ and then are linked into /usr/local/bin so you can invoke them thanks shall i just move it there now ?""",0.08390980394,0.36,0.8775,9.1
heya . somehow i got rid of libstdc++  because it libstdc++ . so . 6 wasn't specifying the version ... now nothing is working . can someone help ? you'll need to download the deb and install it manually using dpkg -i i presume you're using breezy ? i would  but i can't open a browser because it doesnt have the libstdc++6 library . its a catch-22 yes im using breezy,0.03095156203,0.5,0.6966,3.3
ugh  i can't get vmware working . : -s so warty accepts always **unknown** packages ? mostly it 's patches and syncing with debian at the moment . but yes . x . org and gnome 2.10 will appear there  and packages previously not supported .,0.26374732552,0.5667,0.2491,2.5
! google | **unknown** i know google and i know freshmeat but i just wanted a suggestion http://www.google.com/linux i already said  i know huge archives where i can find file managers  but i needed a recommendation  thanks anyways for your help sorry :(,0.11195330016,0.74,0.7463,9.9
who maintains the ubuntu openoffice package ? george bush the package is fubard,-0.0417122,0.0,0.0,9.2
! tab | **unknown** sorry about that . this isn't an ubuntu problem  the issue is in the kernel module . ok  so is there anyone even trying to fix this ? see upstream : **unknown**,0.19464512772,0.675,0.5346,3.7
just installed windows 8 and i cant boot it from the grub menu anymore .. did the update thing .. and it sees it .. and it actually gets to the windows logo screen . then my pc restarts ( and it boots fine by loading windows instead ) you should  in general  do this backwards . install windows  and then install linux . you might try fixing the mbr from windows  and then grub-install update grub again . windows 8 i have not done anything with . awesome t/y . wanna tell me how i save stuff in the terminal now ? :] no save .. like editing a file schultza also brings up an excellent point with regards to commands or whole sessions being redirected to files using tee or > file . name,0.17760542671,0.6429,0.9612,4.4
sudo apt-get install xubuntu-desktop i know sounds vain lol . it should be fine ... just not super fast so the some what feeling of stammering when opening and closing is normal for 512mb ? heh i even made the appearance properties with no effects it 's not fast ... if you switched to a window manager you would notice improvement but less graphical eye candy how would i do that ? you can install dummy packages such as xubuntu-desktop ( cant remember exact name ) i'll find for you yes sudo apt-get install xubuntu-desktop there are many managers to try that use low resources thats what i would type in the command line ? you can get ones that look like windows 3.1 that are really light lol ah i dont want to look at something that is not as pretty lol other than a background pic  the rest is really just windows that you can color and menus,0.29533740625,0.5299,0.8172,8.3
